DEPARTAMENTO,PROVINCIA,DISTRITO,CENTRO_POBLADO,LATITUD,LONGITUD
LIMA,HUAROCHIRI,SURCO,SANTA ROSA DE PUCSHAMA,-11.888,-76.45008
LIMA,HUAROCHIRI,SURCO,HUARANGO,-11.88794,-76.45553
LIMA,HUAROCHIRI,SURCO,CHUQUIPAMPA,-11.8896,-76.42774
LIMA,HUAROCHIRI,SURCO,ACOPAMPA,-11.88949833,-76.44421167
LIMA,HUAROCHIRI,SURCO,LAYA,-11.88703,-76.44206
LIMA,HUAROCHIRI,SURCO,CHAPO,-11.8998,-76.44793
LIMA,HUAROCHIRI,SURCO,HUIQUE,-11.8893,-76.45144
LIMA,HUAROCHIRI,SURCO,CARRETERA CENTRAL,-11.88259,-76.43704
LIMA,HUAROCHIRI,SURCO,CHACRALTA,-11.89141,-76.4425
LIMA,HUAURA,HUACHO,HUACHO,-11.10853427,-77.61036817
LIMA,HUAURA,HUACHO,HORNILLOS,-11.13936,-77.60443
LIMA,HUAURA,HUACHO,PARAISO,-11.18896,-77.57078
LIMA,HUAURA,HUACHO,LA YESERA,-11.28066,-77.58131
LIMA,HUAURA,HUACHO,LA SALINAS,-11.29535581,-77.57540206
LIMA,HUAURA,HUACHO,SANTA ANITA,-11.36151,-77.40171
LIMA,HUAURA,HUACHO,RIO SECO,-11.41552,-77.37291
LIMA,HUAURA,HUACHO,PAMPA COLORADA,-11.1306,-77.53718
LIMA,HUAURA,HUACHO,PLAYA CHICA,-11.19213,-77.58854
LIMA,HUAURA,HUACHO,PAMPA LLANOS,-11.3977,-77.42676
LIMA,HUAURA,HUACHO,LOS TRIGALES,-11.30907,-77.44942
LIMA,HUAURA,HUACHO,ROCIO,-11.34607,-77.46261
LIMA,HUAURA,HUACHO,PAMPA VINAGRILLO,-11.37604,-77.44034
LIMA,HUAURA,HUACHO,ANDREA,-11.38439,-77.43514
LIMA,HUAURA,HUACHO,SANTA VICTORIA,-11.40225,-77.42247
LIMA,HUAURA,HUACHO,PAMPA CENIZAL,-11.38283,-77.39498
LIMA,HUAURA,HUACHO,SAN AGUSTIN,-11.37037,-77.44479
LIMA,HUAURA,HUACHO,DANIELA,-11.35575,-77.45556
LIMA,HUAURA,CALETA DE CARQUIN,CALETA DE CARQUIN,-11.09182455,-77.62832081
LIMA,HUAURA,CALETA DE CARQUIN,CARQUIN BAJO,-11.08665,-77.61597
LIMA,HUAURA,HUALMAY,HUALMAY,-11.09672408,-77.61290602
LIMA,HUAURA,HUALMAY,BIENESTAR,-11.08932,-77.60617
LIMA,HUAURA,HUALMAY,CARRIZAL,-11.08077,-77.60051
LIMA,HUAURA,HUALMAY,CARQUIN CHICO,-11.07971426,-77.60410588
LIMA,HUAURA,HUAURA,HUAURA,-11.0700821,-77.59933978
LIMA,HUAURA,HUAURA,PAMPA DE RONTOY,-11.03567693,-77.5510649
LIMA,HUAURA,HUAURA,RONTOY,-11.04524478,-77.57048385
LIMA,HUAURA,HUAURA,CASA VIEJA,-11.035553,-77.59019
LIMA,HUAURA,HUAURA,EL SOL,-11.04426,-77.59159
LIMA,HUAURA,HUAURA,CANTA GALLO,-11.042096,-77.59937
LIMA,HUAURA,HUAURA,SAN ANTONIO,-11.04339,-77.59682
LIMA,HUAURA,HUAURA,CENTINELA SUR,-11.06937,-77.61916
LIMA,HUAURA,HUAURA,SANTA ROSA,-11.06272,-77.62342
LIMA,HUAURA,HUAURA,3 DE MAYO,-11.06444,-77.61969
LIMA,HUAURA,HUAURA,DESAGRAVIO,-11.05909,-77.56263
LIMA,HUAURA,HUAURA,ACARAY,-11.05275,-77.54834
LIMA,HUAURA,HUAURA,BUENOS AIRES,-11.0625,-77.5526
LIMA,HUAURA,HUAURA,ALCANTARILLA,-11.06519,-77.54021
LIMA,HUAURA,HUAURA,BALCONCILLO,-11.07084591,-77.51569662
LIMA,HUAURA,HUAURA,VILCAHUAURA,-11.0723,-77.47493
LIMA,HUAURA,HUAURA,SANTA TERESA BAJA,-11.086579,-77.45869
LIMA,HUAURA,HUAURA,SARAPE,-11.10034,-77.4332
LIMA,HUAURA,HUAURA,LORETO,-11.08311313,-77.41521464
LIMA,HUAURA,HUAURA,HUMAYA,-11.09623645,-77.40917106
LIMA,HUAURA,HUAURA,SANTA EUSEBIA,-11.10056911,-77.38962128
LIMA,HUAURA,HUAURA,LA SOLEDAD,-11.10555,-77.40224
LIMA,HUAURA,HUAURA,SAN ISIDRO,-11.10315,-77.3796
LIMA,HUAURA,HUAURA,LA BALANZA,-11.041171,-77.60324
LIMA,HUAURA,HUAURA,PAMPA DEL CURA,-11.05876276,-77.61297658
LIMA,HUAURA,HUAURA,VIÑA DEL MAR,-11.076397,-77.6129
LIMA,HUAURA,HUAURA,SANTA TERESA ALTA,-11.08263873,-77.46682011
LIMA,HUAURA,HUAURA,LA CORUÑA,-11.0896074,-77.4624426
LIMA,HUAURA,HUAURA,SAN GUILLERMO,-11.08194,-77.49777
LIMA,HUAURA,SANTA MARIA,CRUZ BLANCA,-11.08632981,-77.58704245
LIMA,HUAURA,SANTA MARIA,CERRO SEJETUTO,-11.07354,-77.58521
LIMA,HUAURA,SANTA MARIA,HUAYABAL,-11.07625,-77.56142
LIMA,HUAURA,SANTA MARIA,JOPTO,-11.07896,-77.55639
LIMA,HUAURA,SANTA MARIA,VIRGEN DEL CARMEN,-11.09973,-77.57035
LIMA,HUAURA,SANTA MARIA,LA COLMENA,-11.10583,-77.56896
LIMA,HUAURA,SANTA MARIA,EL SOLITARIO,-11.18200502,-77.53350073
LIMA,HUAURA,SANTA MARIA,PAMPA COLORADA,-11.10509,-77.5365
LIMA,HUAURA,SANTA MARIA,TABLADA,-11.18896462,-77.48257022
LIMA,HUAURA,SANTA MARIA,HUACAN,-11.11221,-77.39988
LIMA,HUAURA,SANTA MARIA,SAN MARTIN,-11.12233998,-77.54738999
LIMA,HUAURA,SANTA MARIA,VALMO,-11.11729,-77.53582
LIMA,HUAURA,SANTA MARIA,LA VIÑA,-11.09794,-77.53829
LIMA,HUAURA,SANTA MARIA,HUMILDAD Y PACIENCIA,-11.0915,-77.56889
LIMA,HUAURA,SANTA MARIA,TRES PUENTES,-11.0831,-77.56896
LIMA,HUAURA,SANTA MARIA,QUEBRADA DEL COCHINO,-11.11985998,-77.53640999
LIMA,HUAURA,SANTA MARIA,LA UNION BAJA,-11.12720381,-77.41082523
LIMA,HUAURA,SANTA MARIA,TABLADA INTERMEDIA,-11.10023,-77.47426
LIMA,HUAURA,SAYAN,SAYAN,-11.13484856,-77.19214245
LIMA,HUAURA,SAYAN,MANCO CAPAC (EL CARMEN),-11.10687,-77.35004
LIMA,HUAURA,SAYAN,SAN MIGUEL DE ARCA ANGEL,-11.11828167,-77.31646167
LIMA,HUAURA,SAYAN,CAÑAS,-11.13953,-77.24123
LIMA,HUAURA,SAYAN,IBIS,-11.14054,-77.23038
LIMA,HUAURA,SAYAN,MANI BAJO,-11.13969,-77.212555
LIMA,HUAURA,SAYAN,LAS PALMERAS,-11.13782,-77.20676
LIMA,HUAURA,SAYAN,MANI ALTO,-11.132255,-77.1965
LIMA,HUAURA,SAYAN,CHIQUIQUINTA (CHIQUIQUINTAY),-11.1038,-77.17527
LIMA,HUAURA,SAYAN,PIEDRA CANCHA,-11.161467,-77.13797
LIMA,HUAURA,SAYAN,PAMPA GRANDE,-11.15812,-77.14060667
LIMA,HUAURA,SAYAN,PUEBLO NUEVO,-11.15274743,-77.15483681
LIMA,HUAURA,SAYAN,QUICHES ALTO,-11.15133737,-77.16637399
LIMA,HUAURA,SAYAN,QUINCHES BAJO,-11.152605,-77.16656333
LIMA,HUAURA,SAYAN,AMBAR PUQUIO,-11.14519,-77.18121
LIMA,HUAURA,SAYAN,VISTA ALEGRE,-11.14479833,-77.18727333
LIMA,HUAURA,SAYAN,HUAMILANCHE,-11.14985,-77.19126
LIMA,HUAURA,SAYAN,LA HOYADA,-11.14868,-77.19553
LIMA,HUAURA,SAYAN,PUENTE CHICO,-11.145086,-77.203
LIMA,HUAURA,SAYAN,CORRAL DE PIEDRA,-11.13863,-77.20199
LIMA,HUAURA,SAYAN,ANDAHUASI (COOPERATIVA),-11.14723822,-77.24409973
LIMA,HUAURA,SAYAN,DIECISIETE DE ENERO,-11.15528,-77.24098
LIMA,HUAURA,SAYAN,ALAMO (LA TUNA),-11.19379833,-77.30392333
LIMA,HUAURA,SAYAN,LA FLORIDA,-11.19607333,-77.30458667
LIMA,HUAURA,SAYAN,SAN LUIS,-11.19529167,-77.30431167
LIMA,HUAURA,SAYAN,ACHALAY,-11.199235,-77.30555167
LIMA,HUAURA,SAYAN,SAN ANDRES,-11.19771333,-77.30502333
LIMA,HUAURA,SAYAN,HARAS LA ESTANCIA,-11.20761298,-77.29799349
LIMA,HUAURA,SAYAN,SAN JOSE CHICO,-11.203835,-77.30666167
LIMA,HUAURA,SAYAN,HARAS SAN PABLO,-11.21613167,-77.309845
LIMA,HUAURA,SAYAN,EL GRIFO,-11.21687,-77.30838
LIMA,HUAURA,SAYAN,SANTA ROSA,-11.22295506,-77.30832674
LIMA,HUAURA,SAYAN,CLAUDITA,-11.22832035,-77.30664061
LIMA,HUAURA,SAYAN,LOS ALGARROBOS,-11.23651167,-77.31637
LIMA,HUAURA,SAYAN,LOS CHILCOS,-11.22833,-77.35097167
LIMA,HUAURA,SAYAN,LOS HUARANGOS,-11.23831,-77.317765
LIMA,HUAURA,SAYAN,DON ALBERTO (CASA BLANCA),-11.2569,-77.33931
LIMA,HUAURA,SAYAN,EL AHORCADO (SANTA ROSA),-11.27014235,-77.32574121
LIMA,HUAURA,SAYAN,CORONA,-11.27641398,-77.30600599
LIMA,HUAURA,SAYAN,TAMBERA ALTA,-11.29434479,-77.32157894
LIMA,HUAURA,SAYAN,EL CALVARIO,-11.27180123,-77.33439811
LIMA,HUAURA,SAYAN,GALISA,-11.269299,-77.34423
LIMA,HUAURA,SAYAN,SANTA CONSTANCIA,-11.2591,-77.35251333
LIMA,HUAURA,SAYAN,SAN HILARION,-11.25298667,-77.342865
LIMA,HUAURA,SAYAN,LA VICTORIA,-11.25527724,-77.35815086
LIMA,HUAURA,SAYAN,SANTA ANITA LUIS PARDO,-11.25228215,-77.36012801
LIMA,HUAURA,SAYAN,FAUSTA ANGELICA,-11.23372667,-77.36881
LIMA,HUAURA,SAYAN,SAN BOSCO,-11.23361833,-77.364295
LIMA,HUAURA,SAYAN,LUVIO,-11.22189333,-77.36562333
LIMA,HUAURA,SAYAN,SAN FRANCISCO,-11.23157333,-77.3561
LIMA,HUAURA,SAYAN,CALESA,-11.23097333,-77.34723667
LIMA,HUAURA,SAYAN,GANZO AZUL,-11.19473312,-77.32243439
LIMA,HUAURA,SAYAN,HORNO ALTO,-11.19029095,-77.35158765
LIMA,HUAURA,SAYAN,LAS COLINAS,-11.20627,-77.36197833
LIMA,HUAURA,SAYAN,SAN PEDRO,-11.21444519,-77.35850202
LIMA,HUAURA,SAYAN,LAS GARDENIAS,-11.216494,-77.36301
LIMA,HUAURA,SAYAN,SANTA ROSITA,-11.21517565,-77.37150492
LIMA,HUAURA,SAYAN,SAN ROBERTO,-11.20332667,-77.37228
LIMA,HUAURA,SAYAN,SAN MIGUEL,-11.204645,-77.37771667
LIMA,HUAURA,SAYAN,VILLA VICTORIA,-11.20597333,-77.38818167
LIMA,HUAURA,SAYAN,SAN CARLOS,-11.20622833,-77.38953667
LIMA,HUAURA,SAYAN,SAN MIGUEL BAJO,-11.20753,-77.399595
LIMA,HUAURA,SAYAN,DOBLE B,-11.20558,-77.38825
LIMA,HUAURA,SAYAN,SANTA ANA,-11.2224775,-77.38491072
LIMA,HUAURA,SAYAN,EL DORADO,-11.20661833,-77.39367
LIMA,HUAURA,SAYAN,LA CADENA,-11.20840167,-77.407345
LIMA,HUAURA,SAYAN,CAROLINA,-11.2091058,-77.39838655
LIMA,HUAURA,SAYAN,PARAISO,-11.207205,-77.39885667
LIMA,HUAURA,SAYAN,LA PANCA,-11.21252,-77.41553
LIMA,HUAURA,SAYAN,LA CAPULLANA,-11.20900667,-77.41699333
LIMA,HUAURA,SAYAN,RANCHO CHICO,-11.20514,-77.41767833
LIMA,HUAURA,SAYAN,LA ESTRELLA,-11.207745,-77.402205
LIMA,HUAURA,SAYAN,LAS MARIAS,-11.200576,-77.42582
LIMA,HUAURA,SAYAN,LA PALMA (LAS FLORES),-11.20041833,-77.42398167
LIMA,HUAURA,SAYAN,LA UNION ALTA,-11.18655043,-77.43541955
LIMA,HUAURA,SAYAN,LA UNION,-11.206018,-77.43362
LIMA,HUAURA,SAYAN,LA UNION BAJA,-11.19393836,-77.44850556
LIMA,HUAURA,SAYAN,UNION IZQUIERDA,-11.20811167,-77.43971667
LIMA,HUAURA,SAYAN,LOS MEDANOS (MARGARET),-11.218739,-77.4097
LIMA,HUAURA,SAYAN,SAN GUILLERMO,-11.20690167,-77.42312833
LIMA,HUAURA,SAYAN,HARAS MONTERRICO,-11.22930167,-77.40069167
LIMA,HUAURA,SAYAN,MARGARET,-11.21919,-77.41162
LIMA,HUAURA,SAYAN,EL CHARCO,-11.20614667,-77.417145
LIMA,HUAURA,SAYAN,NUEVE DE OCTUBRE,-11.21762,-77.41507
LIMA,HUAURA,SAYAN,ANANTA,-11.22441,-77.40466
LIMA,HUAURA,SAYAN,LAS PIEDRAS,-11.24213,-77.40772
LIMA,HUAURA,SAYAN,COCO RICO,-11.24537,-77.39367833
LIMA,HUAURA,SAYAN,LOS CERROS,-11.24079167,-77.404835
LIMA,HUAURA,SAYAN,JUAN PABLO,-11.24529354,-77.39769127
LIMA,HUAURA,SAYAN,PUGA,-11.228488,-77.38758
LIMA,HUAURA,SAYAN,SAN GERONIMO,-11.22846865,-77.36438833
LIMA,HUAURA,SAYAN,EL ESCORPIO,-11.23046333,-77.378275
LIMA,HUAURA,SAYAN,SANTA VICTORIA,-11.207515,-77.40027833
LIMA,HUAURA,SAYAN,LA POLVORA,-11.220712,-77.3656
LIMA,HUAURA,SAYAN,CAFETALES,-11.21652833,-77.36636833
LIMA,HUAURA,SAYAN,RAYAMBAL,-11.22760167,-77.367935
LIMA,HUAURA,SAYAN,SAN ANTONIO DE PADUA,-11.23404073,-77.37164842
LIMA,HUAURA,SAYAN,LA VILLA,-11.23412,-77.37838
LIMA,HUAURA,SAYAN,HARAS MORENO,-11.236924,-77.39719
LIMA,HUAURA,SAYAN,HARAS CANTO DORADO,-11.243283,-77.38711
LIMA,HUAURA,SAYAN,LOS OLIVOS,-11.23833,-77.37508
LIMA,HUAURA,SAYAN,LA ENSENADA,-11.24126098,-77.37360013
LIMA,HUAURA,SAYAN,HARAS LA CABAÑA,-11.24855,-77.37266
LIMA,HUAURA,SAYAN,SANTA BEATRIZ,-11.25762,-77.37146
LIMA,HUAURA,SAYAN,COSTA VERDE,-11.13531,-77.19913
LIMA,HUAURA,SAYAN,SAN BORJA,-11.1503048,-77.16256773
LIMA,HUAURA,SAYAN,LA MERCED,-11.21914,-77.31111
LIMA,HUAURA,SAYAN,CALI,-11.20790833,-77.43558833
LIMA,HUAURA,SAYAN,SAN JORGE,-11.20841083,-77.44205873
LIMA,HUAURA,SAYAN,LOS CHINOS (STA. VIRGINIA),-11.21022167,-77.40956833
LIMA,HUAURA,SAYAN,HARAS VALAREZO,-11.21674387,-77.40901722
LIMA,HUAURA,SAYAN,EL MILAGRO,-11.22709833,-77.40143
LIMA,HUAURA,SAYAN,ROMAN,-11.23421,-77.39862333
LIMA,HUAURA,SAYAN,ROY MARTIN,-11.23362035,-77.36981146
LIMA,HUAURA,SAYAN,CRUCE,-11.22956998,-77.36254999
LIMA,HUAURA,SAYAN,SAN JOSE,-11.22852667,-77.33980167
LIMA,HUAURA,SAYAN,SANTA CECILIA,-11.237895,-77.36351167
LIMA,HUAURA,SAYAN,ALAMO,-11.248188,-77.31564
LIMA,HUAURA,SAYAN,SAN JAVIER,-11.25634235,-77.34090224
LIMA,HUAURA,SAYAN,PAMPA YARO,-11.269145,-77.34358167
LIMA,HUAURA,SAYAN,TIWINZA,-11.26710287,-77.33689767
LIMA,HUAURA,SAYAN,CASA BLANCA,-11.12534667,-77.18451333
LIMA,HUAURA,SAYAN,CHIMBILILLO,-11.116535,-77.17797333
LIMA,HUAURA,SAYAN,SAN JUAN,-11.20925167,-77.43602167
LIMA,HUAURA,SAYAN,AGRAVES,-11.21844,-77.43158333
LIMA,HUAURA,SAYAN,LOS ANDES,-11.22022,-77.42479
LIMA,HUAURA,SAYAN,SANTA RUFINA,-11.25400935,-77.36722474
LIMA,HUAURA,SAYAN,MONSERRAT,-11.20963333,-77.30832833
LIMA,HUAURA,SAYAN,DOBLE B,-11.20146333,-77.31072333
LIMA,HUAURA,SAYAN,SANTA MARIA,-11.195915,-77.30494333
LIMA,HUAURA,SAYAN,IWANCO,-11.22804,-77.27377
LIMA,HUAURA,SAYAN,ORRANTA LA GRAN CHAPARRAL,-11.20532167,-77.30696833
LIMA,HUAURA,SAYAN,CONDORES,-11.25287673,-77.31612449
LIMA,HUAURA,SAYAN,EL CORCOBADO,-11.23446,-77.31603833
LIMA,HUAURA,SAYAN,CLEMENTE,-11.24059833,-77.31833333
LIMA,HUAURA,SAYAN,ORTEGA,-11.23073833,-77.31221333
LIMA,HUAURA,SAYAN,LA CRUZ DE ANDAHUASI,-11.1511,-77.21601
LIMA,HUAURA,SAYAN,LA ARRINCONADA,-11.21535667,-77.39782667
LIMA,HUAURA,SAYAN,RIO BRAVO,-11.23444333,-77.37572833
LIMA,HUAURA,SAYAN,DON ALBERTO,-11.25758159,-77.3396176
LIMA,HUAURA,SAYAN,SANTA CONSTANSA,-11.26030167,-77.353805
LIMA,HUAURA,SAYAN,DARIO ADOLFO,-11.24480167,-77.35428667
LIMA,HUAURA,VEGUETA,VEGUETA,-11.02332883,-77.64425427
LIMA,HUAURA,VEGUETA,LOS VIÑOS,-10.89676,-77.68722
LIMA,HUAURA,VEGUETA,SAN JOSE,-10.89683,-77.64938
LIMA,HUAURA,VEGUETA,CAMAY,-10.91234,-77.64773
LIMA,HUAURA,VEGUETA,EL CARMEN,-10.92016,-77.65589
LIMA,HUAURA,VEGUETA,SANTA JUANA,-10.90867833,-77.62627833
LIMA,HUAURA,VEGUETA,CHEPITA,-10.91933,-77.63084
LIMA,HUAURA,VEGUETA,SAN PEDRO,-10.92224333,-77.63964333
LIMA,HUAURA,VEGUETA,SANTA ANA,-10.92572,-77.64532
LIMA,HUAURA,VEGUETA,MEDIO MUNDO,-10.93087837,-77.65293851
LIMA,HUAURA,VEGUETA,SANTA AMELIA,-10.922205,-77.64476
LIMA,HUAURA,VEGUETA,SAN ANTONIO,-10.93169,-77.64133
LIMA,HUAURA,VEGUETA,LA QUERENCIA,-10.92709,-77.62738
LIMA,HUAURA,VEGUETA,JOSE CARLOS MARIATEGUI,-10.93982,-77.64182
LIMA,HUAURA,VEGUETA,CHILAMPA,-10.94458,-77.63851
LIMA,HUAURA,VEGUETA,LA PONDEROSA,-10.94135,-77.62417
LIMA,HUAURA,VEGUETA,TRES MARIAS,-10.939716,-77.61987
LIMA,HUAURA,VEGUETA,SANTA TERESA (TRES MARIAS),-10.94138,-77.6304
LIMA,HUAURA,VEGUETA,SANTA CRUZ (LA CUEVA),-10.945029,-77.64755
LIMA,HUAURA,VEGUETA,ROSARIO,-10.94998,-77.63878
LIMA,HUAURA,VEGUETA,LA MILAGROSA,-10.95036,-77.64521
LIMA,HUAURA,VEGUETA,SAN MARTIN DE PORRES,-10.96421,-77.64729
LIMA,HUAURA,VEGUETA,SAN FELIPE ALTO,-10.94022,-77.60892
LIMA,HUAURA,VEGUETA,SAN FELIPITO,-10.94447,-77.60768
LIMA,HUAURA,VEGUETA,LAS CALDAS,-10.9513,-77.60213
LIMA,HUAURA,VEGUETA,AMIRALLA,-10.95896,-77.61741
LIMA,HUAURA,VEGUETA,DOY DOY,-10.97231,-77.64046
LIMA,HUAURA,VEGUETA,SAN LORENZO,-10.9668,-77.61393
LIMA,HUAURA,VEGUETA,EL CONDOR,-10.95564,-77.62159
LIMA,HUAURA,VEGUETA,LA VILLA AGRARIA (SONIA),-10.96970562,-77.64884105
LIMA,HUAURA,VEGUETA,SAN JUAN BAJO,-10.973342,-77.64476
LIMA,HUAURA,VEGUETA,SAN JUAN ALTO,-10.97046,-77.63361
LIMA,HUAURA,VEGUETA,SAN CARLOS,-10.96878,-77.60321
LIMA,HUAURA,VEGUETA,SAN JORGE,-10.9755,-77.6324
LIMA,HUAURA,VEGUETA,SANTA ISABEL,-10.98945,-77.6394
LIMA,HUAURA,VEGUETA,LOS MEDANOS,-11.00394,-77.64662
LIMA,HUAURA,VEGUETA,MIRAMAR ALTO (FLORES DE OLIVO),-11.00183,-77.61353
LIMA,HUAURA,VEGUETA,SANTA BARBARA,-10.99565,-77.60199
LIMA,HUAURA,VEGUETA,SANTA ROSA,-10.99414,-77.58979
LIMA,HUAURA,VEGUETA,TUPAC AMARU,-11.008928,-77.60543
LIMA,HUAURA,VEGUETA,MIRAMAR BAJO,-11.00406,-77.62174
LIMA,HUAURA,VEGUETA,SANTA YOLANDA (FUNDO YOLANDA),-11.006636,-77.63741
LIMA,HUAURA,VEGUETA,200 MILLAS,-11.00445,-77.64446
LIMA,HUAURA,VEGUETA,CALETA DE VEGUETA,-11.00743,-77.6554
LIMA,HUAURA,VEGUETA,PACAYAL BAJO,-11.01143,-77.63705
LIMA,HUAURA,VEGUETA,LAS MERCEDES CERRO CAMPANA,-11.01211605,-77.62679663
LIMA,HUAURA,VEGUETA,PRIMAVERA,-11.01073,-77.61002
LIMA,HUAURA,VEGUETA,TIROLER,-11.00863,-77.58126
LIMA,HUAURA,VEGUETA,LOS OLIVOS,-11.013405,-77.58526
LIMA,HUAURA,VEGUETA,OTOÑO,-11.01871,-77.60174
LIMA,HUAURA,VEGUETA,LA FLORIDA,-11.02079,-77.61935
LIMA,HUAURA,VEGUETA,BELLAVISTA,-11.019913,-77.62351
LIMA,HUAURA,VEGUETA,SAN ISIDRO,-11.01085,-77.64359
LIMA,HUAURA,VEGUETA,LA PERLITA (LA PERLA),-11.02244,-77.62757
LIMA,HUAURA,VEGUETA,MAZO,-11.02404808,-77.60689466
LIMA,HUAURA,VEGUETA,LA MURALLA,-11.02306667,-77.59075
LIMA,HUAURA,VEGUETA,TRAVIESO,-11.014285,-77.56846833
LIMA,HUAURA,VEGUETA,LA MAQUINA,-11.03001,-77.59986833
LIMA,HUAURA,VEGUETA,LA BALANZA,-11.039085,-77.60437
LIMA,HUAURA,VEGUETA,NUESTRA SEÑORA DE GUADALUPE,-11.03875,-77.60945
LIMA,HUAURA,VEGUETA,RUQUIA,-11.04106,-77.63694
LIMA,HUAURA,VEGUETA,CHACARILLA,-11.04947,-77.61685
LIMA,HUAURA,VEGUETA,LA CALERA,-11.0524,-77.6301
LIMA,HUAURA,VEGUETA,PAMPA DEL CURA,-11.0572,-77.61272
LIMA,HUAURA,VEGUETA,EL ROSARIO,-10.90008,-77.636
LIMA,HUAURA,VEGUETA,NUEVO PROGRESO,-10.92198,-77.62505
LIMA,HUAURA,VEGUETA,SANTA ANTONIETA,-10.93086,-77.63588
LIMA,HUAURA,VEGUETA,LA CABAÑA (SAN LAUREN),-10.96845,-77.64306
LIMA,HUAURA,VEGUETA,SAN JOSE DE TIROLER,-11.00481,-77.58343
LIMA,HUAURA,VEGUETA,CERRO COLORADO,-11.03451,-77.62239
LIMA,HUAURA,VEGUETA,LA RINCONADA,-11.00817667,-77.62612
LIMA,HUAURA,VEGUETA,LA UNION,-11.00553333,-77.62268833
LIMA,HUAURA,VEGUETA,SANTA FE,-11.01176,-77.64749
LIMA,HUAURA,VEGUETA,LAS MARAS,-10.97696083,-77.64977444
LIMA,HUAURA,VEGUETA,ESTEBAN,-11.00101833,-77.581295
LIMA,HUAURA,VEGUETA,GUADALUPE,-10.97193,-77.57105
LIMA,HUAURA,VEGUETA,TOSHI,-10.973972,-77.55171
LIMA,HUAURA,VEGUETA,SINCHI,-11.00782,-77.57120667
LIMA,HUAURA,VEGUETA,OSCAR,-11.01834167,-77.56458333
LIMA,HUAURA,VEGUETA,MIRAGUA,-10.98269,-77.62428
LIMA,HUAURA,VEGUETA,QUINTA PALMERAS,-11.01925,-77.60125167
LIMA,HUAURA,VEGUETA,PROGRESO,-11.00704,-77.56808
LIMA,HUAURA,VEGUETA,SAN JUAN 1,-11.00011,-77.58122
LIMA,HUAURA,VEGUETA,WIRACOCHA,-11.012698,-77.60693
LIMA,HUAURA,VEGUETA,QUINTA MAZO,-11.00034,-77.59417
LIMA,HUAURA,VEGUETA,SINCHI 3 L,-10.99959,-77.61174
LIMA,HUAURA,VEGUETA,TARPUY,-10.99787,-77.5967
LIMA,HUAURA,VEGUETA,SANTA FELICITA,-10.9887,-77.56608
LIMA,HUAURA,VEGUETA,VIRGEN DE FATIMA,-10.98091,-77.57075
LIMA,HUAURA,VEGUETA,MAYORGA,-10.99253,-77.59385
LIMA,OYON,OYON,OYON,-10.66809552,-76.77319669
LIMA,OYON,OYON,JATUN CORRAL,-10.5385,-76.769565
LIMA,OYON,OYON,FUNDICION CHICO,-10.558375,-76.77133833
LIMA,OYON,OYON,MACAPATA,-10.56420998,-76.77483999
LIMA,OYON,OYON,SANHUACHI,-10.67009,-76.76343
LIMA,OYON,OYON,MUYUCANCHA,-10.67741,-76.75756
LIMA,OYON,OYON,CHURCURUMI,-10.67762,-76.73925
LIMA,OYON,OYON,JAPICHACA,-10.67928167,-76.76171333
LIMA,OYON,OYON,RUPAY,-10.69498,-76.82024667
LIMA,OYON,OYON,PICO,-10.73184848,-76.84449674
LIMA,OYON,OYON,YARUCALLA,-10.67597667,-76.76478833
LIMA,OYON,OYON,QUINUANHUAYA,-10.67731,-76.75751833
LIMA,OYON,OYON,SECCHA,-10.72717,-76.76323
LIMA,OYON,OYON,SURA,-10.7221486,-76.67749461
LIMA,OYON,OYON,JAYACANCHA,-10.66732998,-76.80213999
LIMA,OYON,OYON,POMACANCHA,-10.63929,-76.78886
LIMA,OYON,OYON,PISHTAG HUASCAR,-10.68156285,-76.70515611
LIMA,OYON,OYON,AIRA,-10.6070586,-76.85224224
LIMA,OYON,OYON,HUANCAYOC,-10.6091856,-76.79689261
LIMA,OYON,OYON,HUARUPAMPA,-10.5792461,-76.77041599
LIMA,OYON,OYON,SHIRIPATA,-10.7028516,-76.84141799
LIMA,OYON,OYON,YANASQUI,-10.70089848,-76.86487299
LIMA,OYON,OYON,CUTA,-10.69673635,-76.82891599
LIMA,OYON,OYON,TRANCA,-10.61059373,-76.86045511
LIMA,OYON,OYON,AUQUIN,-10.65725385,-76.85706836
LIMA,OYON,OYON,CHANQUILLO,-10.68536723,-76.82475386
LIMA,OYON,OYON,ISCAYCORRAL,-10.59137498,-76.88427349
LIMA,OYON,OYON,ANTAHUANCAN,-10.5963496,-76.88170311
LIMA,OYON,OYON,SAGRAMACHAY,-10.66375973,-76.81303911
LIMA,OYON,OYON,ATLA,-10.68238285,-76.84304886
LIMA,OYON,OYON,PUYHUAN,-10.79157035,-76.69647661
LIMA,OYON,OYON,TAULISH,-10.670718,-76.74457
LIMA,OYON,OYON,SHAMPORAGRA,-10.68220698,-76.74523236
LIMA,OYON,OYON,CHILCAS,-10.67998167,-76.75580333
LIMA,OYON,OYON,TATA HUACA,-10.67756848,-76.76315376
LIMA,OYON,OYON,YARUSH,-10.69667,-76.79823
LIMA,OYON,OYON,YANAMAYO,-10.7352927,-76.84562327
LIMA,OYON,OYON,CHUCHUAIN,-10.76398823,-76.84648436
LIMA,OYON,OYON,CHUPA,-10.74260935,-76.85195899
LIMA,OYON,OYON,GAU GAU,-10.7522246,-76.69968549
